ST,NP,BDSP,BLD,RMSP,TEN,VEH,YBL,FINCP,FPARC,HHL,MV,NOC
35,00,02,01,04,,,06,,,,,
18,01,,,,,,,,,,,
17,00,04,02,08,,,05,,,,,
55,01,02,03,05,1,1,05,,,1,4,00
45,00,03,01,05,,,11,,,,,
18,02,02,02,07,1,2,05,000073510,4,1,7,00
37,02,03,02,05,2,2,08,000130500,4,1,2,00
29,03,03,02,07,1,1,08,000080000,2,1,4,02
48,02,03,02,05,2,3,06,000150000,4,1,5,00
06,00,03,01,06,,,06,,,,,
29,00,04,02,08,,,04,,,,,
40,01,04,02,08,4,0,01,,,1,5,00
12,02,03,02,04,2,2,03,000159100,4,2,6,00
47,01,02,03,04,1,1,09,,,3,3,00
17,03,02,02,05,2,2,04,000047400,4,1,6,00
06,02,02,01,05,2,0,05,000026900,4,1,6,00
01,04,04,02,07,1,2,01,000030000,3,1,3,02
37,01,03,02,05,2,1,03,,,1,7,00
09,02,03,02,07,2,2,04,000107400,4,1,7,00
12,04,03,02,07,2,2,09,000087800,3,2,3,02
26,01,,,,,,,,,,,
55,03,03,02,06,1,2,01,000142200,1,1,5,01
53,01,01,06,04,3,1,07,,,1,2,00
42,02,03,02,06,2,1,01,000036760,4,1,7,00
12,03,03,02,05,1,2,08,000049300,1,2,4,01
06,02,03,02,16,1,3,07,000383000,4,1,5,00
12,02,03,02,05,1,1,07,000128000,4,3,3,00
40,02,02,02,04,3,2,06,,,1,1,00
39,02,02,04,04,3,1,07,,,4,1,00
23,00,01,02,02,,,05,,,,,
06,01,02,09,05,1,1,05,,,1,6,00
48,02,04,02,17,2,0,01,000019400,4,1,5,00
27,02,03,02,12,1,2,06,000270000,4,1,6,00
24,01,01,06,04,3,1,09,,,1,1,00
01,01,02,04,04,3,1,06,,,1,1,00
06,01,00,08,01,3,1,03,,,1,1,00
06,05,03,02,05,2,3,02,000033100,3,2,5,02
41,02,03,02,06,3,4,03,000086000,4,2,4,00
06,00,01,09,03,,,08,,,,,
45,02,03,02,06,3,0,01,000008700,4,1,3,00
06,01,03,02,08,1,1,07,,,1,2,00
42,03,03,02,06,2,3,06,000143400,4,4,6,00
36,01,03,04,05,1,1,04,,,1,5,00
31,01,,,,,,,,,,,
26,02,02,02,05,1,2,05,000101300,4,1,4,00
17,03,02,02,05,2,2,01,000082900,4,1,7,00
17,01,02,02,04,2,1,01,,,1,6,00
12,01,01,06,02,3,1,06,,,1,4,00
36,01,04,04,10,2,0,01,,,1,7,00
26,06,03,02,05,3,2,01,000069000,1,1,3,00
06,00,00,09,01,,,01,,,,,
39,08,05,02,12,3,1,02,000051800,3,1,3,02
56,01,02,02,05,2,3,01,,,1,5,00
53,02,03,02,07,1,2,03,000079020,4,1,6,00
48,01,02,05,04,2,1,05,,,1,7,00
38,03,09,02,21,4,3,03,,,3,3,00
36,01,,,,,,,,,,,
06,04,03,03,06,1,3,05,000142000,2,3,6,01
36,09,08,02,09,1,3,04,000118500,3,1,7,00
51,01,01,03,04,4,1,03,,,1,1,00
01,02,03,02,07,1,2,07,000069800,4,1,5,00
44,01,,,,,,,,,,,
48,01,02,02,03,2,1,04,,,1,4,00
51,01,,,,,,,,,,,
06,01,01,09,03,3,0,07,,,1,3,00
55,00,01,02,03,,,01,,,,,
06,01,,,,,,,,,,,
18,03,03,02,06,3,1,01,000013200,2,1,3,00
18,04,04,02,07,1,4,04,,,1,3,00
01,05,05,02,09,1,3,11,000149000,2,1,3,03
12,00,02,01,05,,,05,,,,,
20,01,,,,,,,,,,,
39,01,02,03,05,1,1,15,,,1,1,00
12,01,03,03,05,2,1,06,,,1,5,00
36,02,03,01,04,2,1,05,000022000,2,1,5,01
12,02,03,03,06,1,1,11,000071500,4,1,4,00
24,03,04,02,09,1,4,07,000319000,2,1,5,01
06,01,01,02,04,4,0,03,,,4,3,00
21,02,03,02,05,2,1,03,000019200,4,1,4,00
27,02,04,02,08,1,1,01,000010000,4,1,7,00
31,02,03,02,10,1,3,02,000082300,4,1,5,00
21,01,,,,,,,,,,,
12,02,03,09,05,2,2,04,000077800,4,2,5,00
17,00,03,04,05,,,04,,,,,
06,04,04,02,06,2,2,07,000275400,4,1,5,00
12,02,02,05,05,1,2,07,000095000,4,1,5,00
25,01,,,,,,,,,,,
22,04,04,02,08,1,2,06,000075120,2,2,4,02
45,03,03,02,05,1,2,05,000128200,4,1,3,00
06,01,01,04,02,3,1,06,,,1,1,00
46,03,03,01,04,2,2,06,000076400,4,1,5,00
36,02,02,01,05,1,2,05,,,1,3,00
55,02,04,02,08,2,3,01,000013180,4,1,7,00
24,03,04,02,09,1,3,07,000108400,2,1,5,02
17,01,01,06,04,3,1,01,,,1,3,00
06,03,03,08,04,3,0,07,,,1,3,00
20,02,03,03,07,1,1,06,000084200,4,1,5,00
41,01,,,,,,,,,,,
08,01,01,09,03,3,1,06,,,1,4,00
24,03,04,02,08,1,3,07,000092300,4,1,5,00
37,03,02,03,04,1,2,06,000058000,2,1,5,02
13,01,03,02,05,3,0,04,,,1,1,00
32,02,02,07,04,3,1,04,,,2,3,00
26,02,02,02,04,1,2,02,000070030,4,1,4,00
39,02,03,02,05,1,2,04,000077500,4,1,7,00
48,05,05,02,09,1,5,08,000079700,2,1,4,01
08,03,04,02,07,1,2,07,000052700,4,4,5,00
12,02,02,02,05,1,1,03,000087100,4,1,6,00
55,03,02,02,05,1,1,01,000046300,4,1,6,00
13,00,02,07,05,,,04,,,,,
09,01,04,02,10,2,3,01,,,1,7,00
48,02,03,02,05,1,1,08,000036700,4,2,5,00
36,02,02,05,03,1,1,01,000031000,4,4,5,00
04,04,03,02,07,1,2,07,000097400,3,1,5,02
01,02,03,02,07,1,3,04,000030450,4,1,5,00
12,02,03,02,06,1,1,03,000047000,4,1,5,00
48,03,03,02,06,2,2,05,000020000,2,2,5,01
18,03,04,02,17,2,6,06,000138350,4,1,5,00
42,02,03,02,06,2,2,04,000032140,4,1,7,00
29,02,02,02,06,2,3,07,000023500,4,1,2,00
06,02,01,05,03,3,0,05,000019200,4,2,3,00
42,02,03,02,05,2,2,03,000056000,4,1,7,00
48,03,04,02,17,1,2,08,000090000,2,1,3,01
12,04,03,02,07,3,3,06,000073000,4,1,2,00
29,02,03,01,05,2,2,04,000051600,4,1,6,00
06,02,02,04,07,3,1,01,,,1,1,00
29,05,04,02,08,1,2,06,000127000,2,1,5,03
45,00,02,02,06,,,02,,,,,
17,02,03,02,06,2,2,01,000100000,4,1,7,00
27,04,10,02,09,1,2,15,000200000,2,1,2,02
41,05,04,02,10,1,3,08,000122300,2,1,4,02
06,02,04,03,08,1,4,03,000097100,4,1,6,00
04,01,,,,,,,,,,,
06,00,03,05,05,,,05,,,,,
26,01,04,02,07,1,1,06,,,1,6,00
45,02,02,02,07,1,2,03,000080000,4,1,3,00
26,01,02,02,04,2,2,03,,,1,6,00
06,01,,,,,,,,,,,
47,03,03,02,06,3,1,08,000057000,3,1,3,02
37,02,02,09,05,3,2,15,000101000,4,2,1,00
48,01,03,02,05,2,0,06,,,2,3,00
39,01,02,01,05,2,0,06,,,1,6,00
04,04,04,02,10,1,6,07,000265100,4,1,4,00
06,02,02,06,05,3,1,06,000060000,1,2,1,01
27,00,03,02,04,,,08,,,,,
06,01,03,02,06,1,1,04,,,1,7,00
13,04,07,02,18,1,2,11,000168000,1,1,4,02
13,06,04,02,08,1,4,05,000106800,2,2,6,00
39,01,02,03,05,3,2,07,,,1,3,00
17,01,,,,,,,,,,,
47,01,02,02,07,3,2,03,,,1,3,00
25,01,,,,,,,,,,,
06,04,04,02,07,1,2,07,000141000,2,1,5,02
39,03,03,04,06,3,1,07,000008500,2,1,4,02
12,03,02,02,05,1,2,06,000050000,2,1,5,01
34,06,02,04,04,3,2,07,000103200,2,3,1,03
08,04,02,06,07,3,4,07,000034000,4,1,2,00
36,09,04,02,09,2,1,03,000027500,2,1,5,05
06,01,,,,,,,,,,,
48,03,03,02,07,1,3,05,000090000,4,1,4,00
51,01,,,,,,,,,,,
06,03,02,03,05,2,3,05,000111000,4,1,7,00
37,03,03,02,07,2,1,11,000046300,2,1,1,02
17,02,02,02,06,1,2,05,000080000,4,1,4,00
09,03,03,02,13,1,3,07,000096900,4,1,4,00
05,02,03,02,05,1,3,08,000057320,4,1,5,00
17,02,03,02,07,3,2,05,000043000,4,1,1,00
42,02,03,03,05,1,2,07,000043500,4,1,3,00
27,04,04,02,09,1,2,01,000032000,2,1,4,02
35,01,01,02,03,4,0,05,,,5,4,00
12,02,03,03,06,2,1,06,,,3,4,00
22,03,03,02,06,2,1,05,000010000,1,1,3,01
04,01,,,,,,,,,,,
37,02,02,02,05,2,4,06,000105000,4,1,5,00
48,01,,,,,,,,,,,
13,02,04,02,09,1,2,05,000096600,4,1,5,00
25,00,02,02,04,,,05,,,,,
29,01,,,,,,,,,,,
20,01,,,,,,,,,,,
26,03,04,02,07,3,2,08,000030500,4,2,3,00
45,00,00,09,01,,,06,,,,,
28,01,01,08,03,3,1,07,,,1,4,00
48,01,,,,,,,,,,,
42,02,02,02,05,3,1,06,000017400,4,1,3,00
29,00,02,01,04,,,04,,,,,
48,01,03,02,06,1,1,04,,,1,1,00
42,03,03,04,06,3,1,01,000034900,1,1,1,01
44,05,04,02,06,1,3,12,000084900,2,3,3,02
51,02,03,02,10,1,2,06,000078500,4,1,7,00
22,04,03,01,06,4,3,07,000061000,2,1,2,01
36,03,04,02,08,1,2,01,000119400,2,1,5,01
12,04,03,02,06,3,5,08,000100000,2,3,4,01
42,01,00,07,01,2,1,04,,,1,1,00
06,03,03,08,05,1,2,04,000185000,1,5,3,01
47,02,03,02,08,1,2,08,000090900,4,1,1,00
16,01,,,,,,,,,,,
36,01,01,04,04,3,0,01,,,1,3,00
19,04,04,07,06,3,4,07,,,1,2,00
21,03,03,02,06,1,3,05,000099300,1,1,1,01
34,04,04,02,08,1,3,06,000019100,4,1,5,00
26,02,03,02,06,1,2,04,000032100,4,1,5,00
06,02,03,02,06,1,3,02,000185000,4,1,7,00
18,00,02,02,07,,,01,,,,,
26,02,02,02,05,2,1,06,000024000,4,1,5,00
48,03,03,02,07,1,2,09,000195000,1,1,4,01
48,02,03,02,05,2,2,05,000046800,4,1,5,00
17,01,03,02,05,2,1,05,,,1,7,00
06,02,01,05,03,3,2,06,000043200,4,4,1,00
04,02,02,07,06,3,2,07,000048000,4,1,1,00
17,03,02,02,04,4,1,01,000037400,2,1,2,01
01,01,,,,,,,,,,,
17,01,03,03,06,2,1,03,,,3,6,00
18,02,05,02,08,3,2,07,000055100,4,1,4,00
41,00,02,02,05,,,01,,,,,
42,03,04,02,08,2,2,07,000035000,4,1,5,00
01,04,03,02,06,1,2,07,000045000,1,1,2,02
53,03,04,02,07,1,1,05,000140400,4,1,7,00
11,01,03,03,07,1,1,03,,,1,2,00
27,05,02,04,04,3,1,02,000025200,2,1,4,02
29,01,02,02,05,2,1,06,,,1,6,00
45,02,03,02,08,1,1,04,000040430,1,1,5,01
16,02,03,02,04,3,2,07,,,1,1,00
24,04,03,02,06,1,3,05,000032900,2,1,7,00
34,01,01,09,04,2,1,06,,,4,6,00
33,02,04,02,08,2,2,06,000061100,4,1,6,00
27,03,03,02,06,1,3,01,000097000,2,1,5,01
08,01,01,09,03,3,0,10,,,1,1,00
36,01,,,,,,,,,,,
42,01,01,02,04,3,1,03,,,1,3,00
36,03,02,09,03,3,2,03,000016700,4,4,6,00
47,03,03,02,06,2,2,07,000015550,2,1,5,00
06,01,,,,,,,,,,,
47,03,03,02,08,1,3,11,000119000,2,1,1,01
32,02,03,02,08,1,2,04,000006000,4,1,5,00
27,01,02,02,05,2,2,01,,,1,7,00
09,02,02,02,06,3,1,01,,,1,1,00
37,04,03,02,06,3,2,01,000003000,3,1,3,02
10,03,04,02,08,1,2,04,000086000,2,1,2,01
13,02,05,02,10,2,2,01,000038900,4,1,7,00
08,06,03,02,08,1,2,09,000115400,3,1,4,03
12,01,04,02,09,1,1,06,,,1,5,00
39,01,02,05,06,3,1,08,,,1,3,00
51,03,04,02,08,2,6,06,000090600,4,1,6,00
45,00,00,06,01,,,07,,,,,
06,01,02,07,04,3,0,05,,,1,4,00
36,01,02,05,04,1,1,01,,,1,4,00
32,04,04,02,08,1,3,07,000136000,2,1,5,02
13,01,03,02,09,1,1,06,,,1,6,00
34,02,02,02,06,1,2,05,000162000,4,1,4,00
34,01,02,06,04,2,0,06,,,1,7,00
48,01,01,10,03,1,1,08,,,1,4,00
18,00,03,02,05,,,07,,,,,
13,02,02,01,03,3,1,04,,,1,3,00
24,03,03,02,10,1,3,05,000090500,4,1,3,00
47,01,01,02,06,4,1,01,,,1,7,00
13,02,03,02,05,2,1,09,000035000,4,1,3,00
20,05,03,02,10,1,3,03,000053900,3,1,6,00
51,02,00,02,01,1,1,02,000054400,4,1,5,00
41,04,02,03,04,4,1,05,000000190,2,1,3,02
45,05,03,02,06,1,3,08,000072200,2,1,4,03
36,01,02,08,05,3,1,01,,,1,3,00
53,03,03,02,09,1,3,08,000049400,4,1,1,00
51,04,04,02,07,2,3,04,000127300,2,1,7,00
16,02,03,02,06,1,1,10,000349000,4,1,3,00
51,01,03,02,05,2,2,07,,,1,5,00
48,00,01,02,03,,,01,,,,,
36,01,,,,,,,,,,,
11,02,01,09,02,3,1,01,000081500,4,3,1,00
24,01,04,03,06,1,3,07,,,1,4,00
30,02,00,01,03,3,1,07,000038200,4,1,5,00
06,01,01,05,03,3,1,06,,,1,2,00
06,04,03,02,05,1,2,07,000130250,2,4,5,02
01,03,03,01,04,4,3,02,000038000,4,1,5,00
42,02,03,02,08,2,3,03,000152000,4,1,7,00
27,03,03,02,05,1,3,05,000087200,4,1,6,00
42,01,03,03,06,1,1,03,,,1,5,00
39,02,02,02,05,3,1,05,000030000,1,1,1,01
32,03,03,02,04,1,3,08,000062000,1,1,3,01
36,09,04,08,06,3,0,01,000035000,2,2,1,00
13,02,03,02,06,2,1,02,000011000,4,1,7,00
18,00,04,02,07,,,02,,,,,
13,02,03,01,06,1,2,07,000040500,4,1,1,00
18,02,03,02,09,2,2,07,000031200,4,1,4,00
25,05,04,02,08,1,2,08,000180000,2,1,4,03
27,02,04,02,08,1,2,06,000137600,4,1,6,00
25,02,01,05,04,3,2,05,000036500,4,1,2,00
51,01,04,02,06,2,1,03,,,1,7,00
12,02,03,02,06,3,4,09,000030800,2,1,3,01
42,04,03,02,05,1,3,03,000064808,2,1,5,01
49,01,01,02,03,3,0,05,,,1,5,00
27,02,02,02,07,1,3,06,000048600,4,1,3,00
42,05,03,02,07,1,1,06,000100000,3,1,3,02
06,01,01,03,04,3,1,01,,,1,4,00
37,02,03,02,08,3,1,06,000044100,4,1,1,00
26,00,04,02,07,,,01,,,,,
20,01,03,02,05,1,1,03,,,1,1,00
34,02,03,02,07,1,1,03,000064600,4,1,4,00
05,02,03,02,06,2,2,07,000035800,4,1,4,00
41,02,05,02,09,1,3,01,000315000,4,1,4,00
28,06,04,02,07,3,1,03,000032200,4,1,3,00
06,01,03,02,06,2,1,05,,,1,7,00
48,03,04,02,07,1,2,08,000115000,2,1,4,01
36,01,,,,,,,,,,,
41,01,04,02,09,1,2,05,,,1,7,00
37,02,03,02,06,1,2,07,000062100,4,1,2,00
55,01,,,,,,,,,,,
19,04,04,02,09,1,5,05,000115710,4,1,4,00
53,01,01,08,02,3,0,02,,,1,1,00
02,01,02,04,03,4,3,11,,,1,3,00
48,02,02,02,03,2,2,01,000205000,4,2,5,00
29,02,01,05,04,3,2,03,000034000,4,1,1,00
06,02,03,02,08,1,2,07,000169400,4,1,5,00
34,01,,,,,,,,,,,
34,01,,,,,,,,,,,
45,02,04,02,08,2,2,10,000082000,4,1,2,00
51,03,03,02,06,1,2,06,000140000,2,1,4,01
27,02,04,02,10,1,3,01,000066000,4,1,5,00
36,03,02,02,05,1,2,03,000053000,1,1,3,01
21,01,03,01,06,2,1,07,,,1,5,00
29,02,03,02,08,1,3,03,000068000,4,1,1,00
46,02,03,02,10,1,2,01,000080000,4,1,7,00
16,01,01,05,03,3,1,07,,,1,2,00
47,02,03,02,11,2,3,08,000118600,4,1,4,00
06,03,02,02,03,1,0,02,000033330,4,2,6,00
24,02,04,02,09,1,2,07,000182200,4,1,5,00
22,01,,,,,,,,,,,
18,03,03,02,07,2,2,03,000040700,4,1,6,00
13,02,03,02,07,2,2,05,000057000,4,1,7,00
12,02,03,02,08,2,2,05,000044500,4,4,7,00
37,02,03,02,05,1,1,14,000043200,4,1,1,00
26,01,03,02,05,2,0,04,,,3,7,00
36,01,,,,,,,,,,,
55,03,03,02,06,3,2,07,000062000,1,1,2,01
21,03,03,02,08,1,3,08,000130000,2,1,5,01
24,02,04,02,08,2,2,03,000243200,4,1,4,00
47,01,02,02,04,1,3,06,,,1,6,00
42,02,03,02,06,2,1,03,000022800,4,1,7,00
51,02,02,02,05,4,2,04,000065200,4,1,4,00
12,03,02,01,04,1,2,06,000055800,2,1,3,01
53,02,02,02,04,2,2,03,000042000,4,1,5,00
54,01,02,02,04,2,1,05,,,1,3,00
12,01,02,08,04,2,0,03,,,1,2,00
18,04,04,02,08,2,3,04,000052700,4,1,7,00
04,03,03,02,05,2,3,08,000138000,4,1,3,00
55,01,02,06,04,3,1,06,,,1,4,00
55,01,03,02,07,2,1,01,,,1,7,00
34,01,01,06,04,3,0,02,,,1,4,00
26,03,03,02,05,1,2,06,000063100,2,1,5,01
13,02,03,02,05,1,2,04,000070000,4,1,7,00
55,01,,,,,,,,,,,
51,02,03,02,06,2,2,05,000116000,4,1,7,00
08,02,02,07,04,3,1,06,000037000,4,1,3,00
06,01,,,,,,,,,,,
09,03,05,02,10,1,3,04,000205000,4,1,4,00
53,02,03,02,05,2,1,07,,,1,1,00
25,03,02,05,05,1,2,01,000076000,1,1,3,01
20,02,03,01,05,2,1,07,000060700,4,1,5,00
01,01,03,02,06,2,1,01,,,1,7,00
48,01,,,,,,,,,,,
54,01,03,02,08,1,1,01,,,1,4,00
48,02,01,07,04,3,2,01,,,2,1,00
06,05,01,01,02,3,1,07,000000000,3,1,2,03
08,02,03,02,09,1,2,01,000162000,4,1,6,00
12,02,03,02,05,2,1,06,000066000,4,1,4,00
48,01,,,,,,,,,,,
28,04,03,02,05,2,3,08,000069420,2,1,4,01
51,01,01,09,03,3,1,02,,,5,4,00
42,00,04,02,08,,,02,,,,,
46,02,02,02,06,2,2,01,000122900,4,5,7,00
42,04,03,03,06,3,2,01,000044000,3,2,3,02
36,01,,,,,,,,,,,
36,02,02,04,04,3,1,05,000055000,4,2,5,00
39,03,03,06,07,3,1,04,000006100,3,1,1,02
17,02,03,02,05,1,1,01,000162000,4,4,5,00
36,00,03,04,05,,,01,,,,,
09,03,02,02,06,1,3,02,000098500,4,1,5,00
06,04,04,02,09,1,6,04,000206000,4,2,6,00
17,02,03,02,05,1,2,04,,,1,1,00
34,01,01,04,03,3,1,02,,,1,1,00
45,03,03,02,05,1,2,07,000095530,2,1,3,01
37,02,03,02,05,1,1,04,000018800,2,1,6,00
35,05,02,02,04,2,2,04,000123000,3,5,7,00
49,05,02,06,04,3,2,07,000122000,3,1,1,03
29,05,03,02,06,1,3,01,000077000,2,1,6,01
37,07,05,02,09,3,1,07,000010000,3,1,3,05
48,02,02,04,04,3,2,04,,,2,1,00
01,03,03,02,05,1,4,03,000060000,4,1,2,00
51,01,03,02,06,2,2,07,,,1,5,00
36,01,02,09,04,2,0,04,,,3,7,00
06,03,04,02,06,1,2,05,000075000,1,1,3,01
06,02,02,05,03,3,1,06,,,4,3,00
37,03,03,01,06,1,1,07,000041300,4,1,5,00
39,01,03,01,06,2,2,08,,,1,5,00
18,02,03,02,06,1,2,01,000080000,4,1,4,00
16,04,03,02,06,1,3,07,000084000,2,1,5,02
06,01,,,,,,,,,,,
41,02,02,02,05,2,3,07,000078080,4,1,3,00
12,00,02,02,04,,,03,,,,,
48,00,03,02,06,,,04,,,,,
12,02,02,06,04,3,2,05,,,2,1,00
06,01,01,01,02,2,1,04,,,1,6,00
17,02,03,02,06,2,1,04,000113900,4,1,7,00
34,01,02,09,06,1,1,12,,,3,3,00
18,03,03,02,06,1,2,08,000075000,1,1,4,01
16,02,02,02,03,2,1,01,000026900,4,1,7,00
25,01,,,,,,,,,,,
48,02,02,01,06,3,2,06,000015100,4,2,2,00
28,01,,,,,,,,,,,
27,05,03,02,07,4,2,01,000108300,2,2,4,03
06,01,,,,,,,,,,,
18,04,03,02,08,1,2,05,000130000,3,1,4,02
50,02,04,02,08,1,2,01,000102520,4,1,4,00
13,01,02,08,04,3,1,01,,,1,3,00
36,01,01,09,03,3,1,02,,,2,5,00
45,02,04,02,07,2,2,07,000037820,4,1,3,00
26,01,01,09,03,3,0,07,,,1,1,00
25,02,05,02,10,2,2,01,000713000,4,1,7,00
36,01,03,02,05,2,1,04,,,1,7,00
39,03,03,02,08,1,2,05,000104400,2,1,5,01
09,03,03,02,09,3,0,07,000052200,1,1,4,00
17,02,03,02,10,1,2,05,000026530,4,1,6,00
48,04,03,02,06,1,2,05,000100200,2,1,4,02
41,01,03,02,04,1,2,06,,,1,6,00
53,01,04,05,05,1,2,08,,,4,4,00
06,01,03,02,05,2,1,02,,,1,7,00
48,01,03,02,05,3,1,04,,,1,3,00
22,01,02,01,04,3,1,05,,,1,3,00
17,01,,,,,,,,,,,
51,05,03,03,05,3,3,05,000031400,3,1,3,00
06,01,01,05,03,3,1,06,,,2,1,00
36,02,03,02,09,1,2,04,000074910,4,3,7,00
37,01,01,09,04,3,0,10,,,2,2,00
53,01,03,02,06,2,2,04,,,1,7,00
31,04,02,02,05,1,1,05,000156500,2,1,2,02
29,02,03,02,06,2,2,04,000031200,4,1,7,00
51,01,02,02,04,3,1,03,,,1,1,00
48,01,01,06,04,3,0,05,,,1,1,00
56,02,03,02,09,2,2,03,000048000,4,1,1,00
01,04,03,02,05,3,1,07,000016000,2,1,3,01
01,04,03,02,08,1,3,03,000065000,2,1,5,01
24,02,04,02,09,1,2,03,000228000,4,1,5,00
33,02,04,02,08,2,3,06,000155000,4,1,6,00
42,02,03,02,06,1,2,05,000087800,4,1,7,00
24,02,02,02,05,2,2,03,000012000,4,1,5,00
06,01,01,03,03,3,0,07,,,1,1,00
06,02,03,02,05,1,1,02,000027840,4,1,7,00
37,01,03,01,04,3,1,07,,,2,3,00
05,02,03,02,06,2,2,04,000083500,4,1,7,00
48,04,04,02,07,2,4,08,000403000,4,1,3,00
28,02,04,02,06,1,1,05,000016300,2,1,5,00
36,02,01,09,03,3,0,12,000260000,4,4,1,00
37,00,02,03,04,,,06,,,,,
37,00,04,02,09,,,01,,,,,
06,04,03,02,12,1,2,07,000100900,2,1,4,02
06,05,03,02,07,3,1,05,000060500,3,3,4,03
21,02,04,02,10,1,2,03,000014700,4,1,6,00
37,03,03,02,05,3,2,01,000019750,4,1,3,00
12,01,02,06,05,1,1,01,,,1,3,00
06,05,00,06,01,3,1,04,000006700,2,2,3,03
17,01,,,,,,,,,,,
38,04,02,02,06,3,3,01,000036400,3,1,3,02
26,01,01,09,03,3,0,06,,,1,1,00
36,02,04,02,08,2,1,04,000017600,4,1,7,00
06,02,04,02,07,1,3,05,,,1,7,00
06,04,03,03,08,3,2,05,000084000,2,1,3,01
17,02,03,02,06,2,6,05,000035600,4,1,7,00
48,02,03,02,08,1,2,05,000051300,4,1,6,00
51,03,02,02,07,1,1,02,000098200,2,1,3,01
47,01,03,02,05,2,6,06,,,2,5,00
45,00,04,02,10,,,08,,,,,
27,06,05,02,11,1,2,08,000080000,2,5,5,04
48,05,05,02,09,1,2,10,000080000,2,1,3,03
47,02,04,02,11,2,5,07,000818000,4,1,5,00
16,06,04,02,08,1,2,08,000024000,2,1,3,04
36,04,02,02,06,1,2,03,000052000,3,1,4,02
04,02,03,02,06,1,2,05,000048300,4,1,3,00
09,02,02,03,05,2,2,05,000076900,4,1,1,00
40,02,03,02,07,2,2,04,000049000,4,1,7,00
06,02,03,02,07,1,5,02,000055000,4,1,7,00
06,02,02,02,06,2,1,04,000026400,4,1,7,00
06,05,04,02,07,1,3,08,000115700,4,2,3,00
48,03,04,02,08,1,2,07,000132000,1,1,4,01
42,01,04,03,10,1,1,01,,,1,5,00
42,02,03,02,07,1,2,01,000108450,4,1,3,00
53,03,02,02,04,1,2,03,000100000,3,1,4,02
42,05,03,02,09,3,0,05,000030300,3,1,1,04
06,01,01,09,03,3,0,05,,,2,5,00
23,05,04,01,08,1,4,06,000031300,2,1,5,02
48,02,04,02,11,2,2,07,000408000,4,4,6,00
06,01,01,03,02,3,1,04,,,2,3,00
36,02,04,02,08,1,2,06,000064670,4,1,6,00
25,02,03,02,06,3,2,03,000069000,4,1,2,00
06,02,03,02,05,3,2,05,000280080,4,1,6,00
19,02,02,02,05,2,2,05,000187600,4,1,6,00
05,02,02,02,04,2,2,11,000005000,4,1,3,00
22,02,02,02,06,2,2,04,000013600,4,1,7,00
47,02,02,02,05,3,2,02,000040000,4,1,1,00
39,04,03,02,10,1,2,08,000077000,2,1,4,02
39,00,03,02,09,,,01,,,,,
08,01,01,07,02,3,1,04,,,1,4,00
13,01,03,02,06,1,2,04,,,1,4,00
50,01,02,02,05,3,1,07,,,1,3,00
18,02,03,02,05,2,2,11,000046300,4,1,4,00
12,04,06,02,10,1,2,06,000240000,1,2,4,02
39,04,04,02,09,1,2,05,000145000,3,1,3,02
15,02,02,02,04,3,2,08,,,1,4,00
08,03,03,02,07,3,3,04,,,1,1,00
19,04,02,02,07,1,2,01,000055000,3,1,4,02
48,02,03,02,10,1,3,07,000233600,4,1,4,00
12,05,04,02,06,1,1,08,000046800,3,2,1,00
42,02,05,02,09,2,2,04,000130200,4,1,7,00
06,03,03,02,07,1,3,02,000080600,4,1,6,00
55,01,01,08,03,3,0,04,,,1,4,00
27,02,02,02,07,1,2,09,000066000,4,1,4,00
06,03,03,02,06,1,4,03,000084400,4,1,6,00
15,01,03,02,06,1,1,04,,,1,3,00
12,01,02,02,05,1,0,07,,,1,2,00
22,03,04,02,10,1,3,06,000181200,2,1,5,01
06,03,04,02,06,1,3,02,000069400,4,4,4,00
01,01,03,06,06,1,1,05,,,1,4,00
25,05,05,02,10,2,3,07,000200000,2,1,5,03
37,00,01,01,03,,,06,,,,,
06,02,02,04,04,2,3,04,000252400,4,1,1,00
54,02,02,02,05,2,2,02,000109400,4,1,7,00
29,02,03,02,07,4,2,04,000019000,4,1,3,00
45,00,04,02,11,,,05,,,,,
40,02,02,06,04,3,2,04,,,1,1,00
01,02,05,02,12,1,2,05,000097200,4,2,5,00
19,01,02,06,07,3,1,04,,,1,3,00
37,03,02,01,04,1,2,07,000020000,2,1,5,01
06,07,03,02,06,3,1,06,000004300,3,2,3,03
36,00,03,02,05,,,01,,,,,
48,00,01,08,04,,,06,,,,,
42,04,01,03,04,1,2,01,000197000,3,4,4,02
29,02,02,02,04,1,3,02,000076000,4,1,7,00
36,02,01,09,02,3,0,08,000031800,4,4,4,00
08,04,00,01,01,3,1,07,000112000,1,1,2,02
27,01,03,02,06,1,1,08,,,1,4,00
29,02,03,02,05,3,2,07,,,1,1,00
48,03,03,02,07,2,2,01,000083900,4,1,7,00
35,02,03,02,05,2,0,03,000011700,4,5,7,00
06,02,01,07,03,3,1,05,000124000,4,1,2,00
12,04,03,02,05,1,2,06,000028000,4,2,4,00
36,05,01,02,03,3,0,05,000026000,3,2,2,03
21,01,02,02,05,2,2,03,,,1,6,00
37,01,,,,,,,,,,,
29,06,03,02,05,2,2,07,000036800,3,2,3,04
48,04,04,02,07,1,3,08,000092290,2,1,4,01
22,03,03,02,05,1,2,07,000116000,1,1,3,01
47,02,03,02,10,1,2,08,000143000,4,1,4,00
21,01,04,02,07,2,0,03,,,1,7,00
